fifa_code,name,position,squad_number,fc26_overall,market_value_meur,season_rating_2025_26,season_rating_2024_25,season_rating_2023_24
BIH,Ivan Šunjić,DM,14,60,2.0,,,
BIH,Martin Zlomislic,GK,22,69,2.0,,,
BIH,Nikola Katic,CB,18,69,1.8,,,
BIH,Arjan Malic,RB,24,59,1.8,,,
BIH,Samed Bazdar,CF,9,60,1.5,,,
BIH,Ivan Basic,CM,13,60,1.5,,,
BIH,Nihad Mujakic,CB,2,60,1.2,,,
BIH,Dennis Hadzikadunic,CB,3,70,1.2,,,
BIH,Dzenis Burnic,DM,17,68,1.2,,,
BIH,Edin Dzeko,CF,11,82,1.0,,,
BIH,Mladen Jurkas,GK,12,60,0.7,,,
BRA,Vinicius Junior,LW,7,74,140.0,,,
BRA,Gabriel,CB,3,86,75.0,,,
BRA,Matheus Cunha,CF,9,79,75.0,,,
BRA,Bruno Guimarães,CM,8,85,70.0,,,
BRA,Raphinha,LW,11,84,70.0,,,
BRA,Igor Thiago,CF,25,77,65.0,,,
BRA,Rayan,RW,26,80,60.0,,,
BRA,Éderson,CM,2,88,45.0,,,
BRA,Gabriel Martinelli,LW,22,86,45.0,,,
BRA,Endrick,CF,19,77,40.0,,,
BRA,Bremer,CB,14,86,35.0,,,
BRA,Danilo,CM,18,82,32.0,,,
BRA,Lucas Paquetá,AM,20,82,32.0,,,
BRA,Marquinhos,CB,4,87,28.0,,,
BRA,Luiz Henrique,RW,21,74,24.0,,,
BRA,Roger Ibañez,CB,24,80,18.0,,,
BRA,Alisson,GK,1,89,15.0,,,
BRA,Léo Pereira,CB,15,60,12.0,,,
BRA,Fabinho,DM,17,82,12.0,,,
BRA,Ederson,GK,23,88,10.0,,,
BRA,Neymar,AM,10,87,8.0,,,
BRA,Douglas Santos,LB,16,65,7.5,,,
BRA,Casemiro,DM,5,84,6.0,,,
BRA,Danilo,CB,13,82,2.0,,,
BRA,Alex Sandro,LB,6,76,1.0,,,
BRA,Weverton,GK,12,60,0.7,,,
MAR,Amin Nabizada,AM,15,60,0.2,,,
MAR,Maziar Kouhyar,RW,11,60,0.15,,,
MAR,Rahmat Akbari,CM,8,60,0.12,,,
MAR,Omid Popalzay,AM,19,60,0.12,,,
MAR,Mahboob Hanifi,CB,4,60,0.07,,,
MAR,Amid Arezou,CB,3,60,0.05,,,
MAR,Habibulla Askar,LB,6,60,0.05,,,
MAR,Mosawer Ahadi,RW,7,60,0.05,,,
MAR,Omid Musawi,LW,10,60,0.05,,,
MAR,Elias Mansor,RB,12,60,0.05,,,
MAR,Jamshed Asekzai,CM,18,60,0.05,,,
MAR,Keyvan Mottaghian,GK,23,60,0.05,,,
MAR,Faisal Hamidi,GK,1,60,0.03,,,
MAR,Ali Reza Panahi,CM,14,60,0.03,,,
MAR,Nawid Mahbobi,LB,2,60,0.0,,,
MAR,Ahmad Shekib Mehri,CB,5,60,0.0,,,
MAR,Roman Fazi,SS,9,60,0.0,,,
MAR,Hamed Mumand,CM,13,60,0.0,,,
MAR,Sahil Sarwari,AM,16,60,0.0,,,
MAR,Yaser Safi,LW,17,60,0.0,,,
MAR,Mustafa Omarkheil,CM,20,60,0.0,,,
MAR,Ali Rayez Muradi,CB,21,60,0.0,,,
MAR,Ali Sina Hakimi,GK,22,84,0.0,,,
SCO,Scott McTominay,CM,4,78,40.0,,,
SCO,Aaron Hickey,RB,2,76,16.0,,,
SCO,Ben Gannon-Doak,RW,17,66,15.0,,,
SCO,Lewis Ferguson,CM,19,79,14.0,,,
SCO,John McGinn,CM,7,82,13.0,,,
SCO,George Hirst,CF,18,71,10.0,,,
SCO,Nathan Patterson,RB,22,71,10.0,,,
SCO,Kieran Tierney,LB,6,79,8.0,,,
SCO,Ryan Christie,CM,11,76,8.0,,,
SCO,Andrew Robertson,LB,3,85,7.0,,,
SCO,Ché Adams,CF,10,75,5.0,,,
SCO,Scott McKenna,CB,26,71,4.0,,,
SCO,Lawrence Shankland,CF,20,75,3.0,,,
SCO,Jack Hendry,CB,13,75,2.5,,,
SCO,Ross Stewart,CF,14,71,2.5,,,
SCO,John Souttar,CB,15,74,2.0,,,
SCO,Dominic Hyam,CB,16,70,2.0,,,
SCO,Findlay Curtis,LW,25,60,2.0,,,
SCO,Tyler Fletcher,CM,8,60,1.5,,,
SCO,Anthony Ralston,RB,24,71,1.5,,,
SCO,Angus Gunn,GK,1,74,1.0,,,
SCO,Lyndon Dykes,CF,9,69,0.8,,,
SCO,Liam Kelly,GK,12,66,0.8,,,
SCO,Kenny McLean,CM,23,72,0.4,,,
SCO,Grant Hanley,CB,5,71,0.2,,,
SCO,Craig Gordon,GK,21,71,0.05,,,
PAR,Yan Diomande,LW,11,60,90.0,,,
PAR,Amad Diallo,RW,15,75,45.0,,,
PAR,Ousmane Diomande,CB,2,78,42.0,,,
PAR,Bazoumana Touré,LW,24,64,40.0,,,
PAR,Ange-Yoan Bonny,CF,9,73,35.0,,,
PAR,Evan Ndicka,CB,21,77,35.0,,,
PAR,Evann Guessand,RW,22,74,25.0,,,
PAR,Wilfried Singo,RB,5,79,23.0,,,
PAR,Christ Inao Oulaï,CM,26,66,23.0,,,
PAR,Simon Adingra,LW,10,76,22.0,,,
PAR,Guéla Doué,RB,17,72,20.0,,,
PAR,Ibrahim Sangaré,DM,18,82,20.0,,,
PAR,Elye Wahi,CF,12,77,18.0,,,
PAR,Emmanuel Agbadou,CB,20,77,16.0,,,
PAR,Odilon Kossounou,CB,7,81,15.0,,,
PAR,Franck Kessié,CM,8,82,12.0,,,
PAR,Seko Fofana,CM,6,80,8.0,,,
PAR,Nicolas Pépé,RW,19,82,6.0,,,
PAR,Yahia Fofana,GK,1,81,5.0,,,
PAR,Oumar Diakité,CF,14,72,5.0,,,
PAR,Parfait Guiagon,LW,25,69,5.0,,,
PAR,Christopher Operi,LB,13,74,4.0,,,
PAR,Ghislain Konan,LB,3,60,3.0,,,
PAR,Alban Lafont,GK,23,76,3.0,,,
PAR,Mohamed Koné,GK,16,66,2.0,,,
PAR,Jean Michaël Seri,DM,4,74,0.1,,,
AUS,Alessandro Circati,CB,3,73,12.0,,,
AUS,Jordan Bos,LB,5,69,12.0,,,
AUS,Cristian Volpato,AM,20,68,10.0,,,
AUS,Mohamed Touré,CF,9,64,8.0,,,
AUS,Nestory Irankunda,RW,17,68,8.0,,,
AUS,Lucas Herrington,CB,25,60,4.5,,,
AUS,Harry Souttar,CB,19,71,3.5,,,
AUS,Aiden O'Neill,DM,13,70,3.0,,,
AUS,Cammy Devlin,CM,14,72,2.0,,,
AUS,Mathew Ryan,GK,1,78,1.8,,,
AUS,Kai Trewin,DM,15,65,1.8,,,
AUS,Connor Metcalfe,CM,8,69,1.5,,,
AUS,Cameron Burgess,CB,21,72,1.5,,,
AUS,Paul Okon-Engstler,DM,24,60,1.2,,,
AUS,Patrick Beach,GK,18,56,1.0,,,
AUS,Jackson Irvine,CM,22,74,1.0,,,
AUS,Nishan Velupillay,LW,23,64,0.65,,,
AUS,Jacob Italiano,RB,4,61,0.6,,,
AUS,Ajdin Hrustic,CM,10,69,0.6,,,
AUS,Awer Mabil,LW,11,68,0.5,,,
AUS,Paul Izzo,GK,12,69,0.5,,,
AUS,Milos Degenek,CB,2,60,0.45,,,
AUS,Tete Yengi,CF,26,75,0.45,,,
AUS,Jason Geria,RB,6,66,0.35,,,
AUS,Mathew Leckie,LW,7,73,0.3,,,
AUS,Aziz Behich,LB,16,67,0.25,,,
GER,Jamal Musiala,AM,10,87,100.0,,,
GER,Florian Wirtz,AM,17,88,100.0,,,
GER,Aleksandar Pavlovic,DM,5,73,90.0,,,
GER,Kai Havertz,CF,7,83,55.0,,,
GER,Nick Woltemade,CF,11,69,55.0,,,
GER,Nico Schlotterbeck,CB,15,85,55.0,,,
GER,Felix Nmecha,CM,23,77,50.0,,,
GER,Angelo Stiller,DM,16,78,45.0,,,
GER,Malick Thiaw,CB,24,78,45.0,,,
GER,Jamie Leweling,RW,9,74,40.0,,,
GER,Maximilian Beier,CF,14,78,40.0,,,
GER,Nathaniel Brown,LB,18,69,40.0,,,
GER,Joshua Kimmich,DM,6,86,35.0,,,
GER,Jonathan Tah,CB,4,86,28.0,,,
GER,Assan Ouédraogo,CM,25,69,28.0,,,
GER,David Raum,LB,22,81,25.0,,,
GER,Deniz Undav,CF,26,81,22.0,,,
GER,Leroy Sané,RW,19,85,20.0,,,
GER,Waldemar Anton,CB,3,81,18.0,,,
GER,Nadiem Amiri,CM,20,78,17.0,,,
GER,Leon Goretzka,CM,8,83,12.0,,,
GER,Alexander Nübel,GK,21,80,12.0,,,
GER,Antonio Rüdiger,CB,2,88,6.0,,,
GER,Manuel Neuer,GK,1,86,4.0,,,
GER,Oliver Baumann,GK,12,82,2.5,,,
GER,Pascal Groß,CM,13,81,2.5,,,
NED,Ryan Gravenberch,DM,8,78,80.0,,,
NED,Cody Gakpo,LW,11,83,60.0,,,
NED,Tijjani Reijnders,CM,14,82,50.0,,,
NED,Micky van de Ven,CB,15,82,50.0,,,
NED,Jan Paul van Hecke,CB,6,76,45.0,,,
NED,Donyell Malen,CF,18,83,45.0,,,
NED,Bart Verbruggen,GK,1,76,40.0,,,
NED,Jorrel Hato,LB,25,73,40.0,,,
NED,Frenkie de Jong,CM,21,87,35.0,,,
NED,Crysencio Summerville,LW,24,76,35.0,,,
NED,Brian Brobbey,CF,19,79,30.0,,,
NED,Robin Roefs,GK,13,66,28.0,,,
NED,Justin Kluivert,AM,7,77,25.0,,,
NED,Mats Wieffer,RB,12,80,25.0,,,
NED,Denzel Dumfries,RB,22,82,25.0,,,
NED,Quinten Timber,CM,26,79,25.0,,,
NED,Noa Lang,LW,17,79,22.0,,,
NED,Lutsharel Geertruida,RB,2,79,20.0,,,
NED,Virgil van Dijk,CB,4,89,15.0,,,
NED,Guus Til,AM,16,75,15.0,,,
NED,Teun Koopmeiners,DM,20,83,14.0,,,
NED,Nathan Aké,CB,5,84,12.0,,,
NED,Memphis Depay,CF,10,60,7.0,,,
NED,Mark Flekken,GK,23,79,6.0,,,
NED,Marten de Roon,DM,3,79,3.2,,,
NED,Wout Weghorst,CF,9,77,2.0,,,
JPN,Kaishu Sano,DM,24,68,40.0,,,
JPN,Yuito Suzuki,SS,17,68,24.0,,,
JPN,Zion Suzuki,GK,1,71,20.0,,,
JPN,Takefusa Kubo,RW,8,81,20.0,,,
JPN,Hiroki Ito,CB,21,79,18.0,,,
JPN,Ritsu Doan,RW,10,78,17.0,,,
JPN,Ayase Ueda,CF,18,74,17.0,,,
JPN,Ao Tanaka,CM,7,73,13.0,,,
JPN,Daizen Maeda,LW,11,74,13.0,,,
JPN,Keisuke Goto,CF,9,60,10.0,,,
JPN,Keito Nakamura,LW,13,74,10.0,,,
JPN,Daichi Kamada,AM,15,81,10.0,,,
JPN,Tsuyoshi Watanabe,CB,16,74,10.0,,,
JPN,Ko Itakura,CB,4,76,8.0,,,
JPN,Kento Shiogai,CF,26,60,8.0,,,
JPN,Yukinari Sugawara,RB,2,77,5.5,,,
JPN,Ayumu Seko,CB,20,66,5.0,,,
JPN,Takehiro Tomiyasu,CB,22,78,5.0,,,
JPN,Shuto Machino,CF,6,69,4.0,,,
JPN,Junnosuke Suzuki,CB,25,60,3.5,,,
JPN,Junya Ito,RW,14,78,3.0,,,
JPN,Keisuke Osako,GK,12,60,2.0,,,
JPN,Koki Ogawa,CF,19,69,2.0,,,
JPN,Tomoki Hayakawa,GK,23,60,2.0,,,
JPN,Shogo Taniguchi,CB,3,72,0.75,,,
JPN,Yuto Nagatomo,LB,5,60,0.1,,,
TUN,Eric Birkholz,CB,3,60,0.0,,,
TUN,Valentin Rode,CB,4,60,0.0,,,
TUN,Marcel Ottenbreit,RB,5,60,0.0,,,
TUN,Nico Billep,DM,6,60,0.0,,,
TUN,Danilo John,RM,7,82,0.0,,,
TUN,Julian Wallenta,CM,8,60,0.0,,,
TUN,Lucas Meyer,RW,11,62,0.0,,,
TUN,Dave Joel Kairies,GK,12,60,0.0,,,
TUN,Fiete Pillney,AM,13,60,0.0,,,
TUN,Florian Esdorf,CB,90,60,0.0,,,
TUN,Lares Kodanek,CB,15,60,0.0,,,
TUN,Eric Martin,CB,16,69,0.0,,,
TUN,Lennart Scheufler,DM,19,60,0.0,,,
TUN,Hajo Kurth,GK,20,60,0.0,,,
TUN,Luis Billep,CB,21,60,0.0,,,
TUN,Finn Jahnke,AM,22,60,0.0,,,
TUN,Henri Mura,CF,23,60,0.0,,,
TUN,Bill Willms,LB,24,60,0.0,,,
TUN,Jonas Hurtig,LW,27,60,0.0,,,
TUN,Leon Henke,RW,29,60,0.0,,,
TUN,Pascal Breier,CF,39,60,0.0,,,
TUN,Lukas Schmitt,LB,48,60,0.0,,,
TUN,Max Hauer,LW,49,60,0.0,,,
TUN,Jean Philippe Sanguinette,CM,55,74,0.0,,,
TUN,Evgeni Pataman,LW,77,60,0.0,,,
BEL,Jérémy Doku,LW,11,80,75.0,,,
BEL,Amadou Onana,DM,24,78,45.0,,,
BEL,Senne Lammens,GK,12,67,35.0,,,
BEL,Matias Fernandez-Pardo,CF,26,67,35.0,,,
BEL,Youri Tielemans,CM,8,81,30.0,,,
BEL,Charles De Ketelaere,AM,17,79,30.0,,,
BEL,Zeno Debast,CB,2,76,28.0,,,
BEL,Mike Penders,GK,13,65,25.0,,,
BEL,Diego Moreira,LM,19,68,25.0,,,
BEL,Nathan Ngoy,CB,25,67,25.0,,,
BEL,Koni De Winter,CB,16,72,23.0,,,
BEL,Maxim De Cuyper,LB,5,76,22.0,,,
BEL,Joaquin Seys,LB,18,62,20.0,,,
BEL,Alexis Saelemaekers,RM,22,78,20.0,,,
BEL,Leandro Trossard,LW,10,83,18.0,,,
BEL,Arthur Theate,CB,3,77,17.0,,,
BEL,Thibaut Courtois,GK,1,89,15.0,,,
BEL,Dodi Lukébakio,RW,14,79,15.0,,,
BEL,Nicolas Raskin,DM,23,75,12.0,,,
BEL,Kevin De Bruyne,AM,7,90,8.0,,,
BEL,Timothy Castagne,RB,21,77,8.0,,,
BEL,Romelu Lukaku,CF,9,82,6.0,,,
BEL,Hans Vanaken,AM,20,80,5.0,,,
BEL,Brandon Mechele,CB,4,75,2.8,,,
BEL,Thomas Meunier,RB,15,76,1.5,,,
BEL,Axel Witsel,DM,6,80,1.2,,,
EGY,Omar Marmoush,CF,22,79,50.0,,,
EGY,Mohamed Salah,RW,10,89,22.0,,,
EGY,Trezeguet,LW,7,60,4.5,,,
EGY,Emam Ashour,CM,8,60,4.0,,,
EGY,Marwan Ateya,DM,19,60,4.0,,,
EGY,Haissem Hassan,RW,12,70,3.5,,,
EGY,Zizo,RW,25,60,3.5,,,
EGY,Mohanad Lasheen,DM,17,60,3.0,,,
EGY,Mohamed Abdelmonem,CB,6,60,2.5,,,
EGY,Ibrahim Adel,LW,20,82,2.5,,,
EGY,Hossam Abdelmaguid,CB,4,60,2.0,,,
EGY,Mostafa Ziko,LW,11,60,1.8,,,
EGY,Hamdy Fathy,DM,14,60,1.8,,,
EGY,Mohamed Hany,RB,3,60,1.5,,,
EGY,Hamza Abdelkarim,CF,9,60,1.5,,,
EGY,Mahmoud Saber,CM,21,60,1.5,,,
EGY,Oufa Shobeir,GK,23,60,1.2,,,
EGY,Mohamed Alaa,GK,26,89,1.2,,,
EGY,Ahmed Fatouh,LB,13,60,1.0,,,
EGY,Nabil Dunga,DM,18,60,1.0,,,
EGY,Karim Hafez,LB,15,60,0.7,,,
EGY,Ramy Rabia,CB,5,60,0.6,,,
EGY,Mohamed El Shenawy,GK,1,60,0.5,,,
EGY,Yasser Ibrahim,CB,2,82,0.28,,,
EGY,Tarek Alaa,RB,24,60,0.25,,,
EGY,El Mahdi Soliman,GK,16,60,0.15,,,
IRN,Zan Vipotnik,CF,18,68,22.0,,,
IRN,Jaka Bijol,CB,6,75,20.0,,,
IRN,Jan Oblak,GK,1,88,15.0,,,
IRN,Vanja Drkusic,CB,21,60,5.0,,,
IRN,Adam Gnezda Cerin,CM,22,73,4.5,,,
IRN,Sandi Lovrić,CM,8,73,3.5,,,
IRN,David Brekalo,CB,23,70,3.5,,,
IRN,Tamar Svetlin,DM,14,60,2.5,,,
IRN,Danijel Sturm,LW,15,60,2.5,,,
IRN,David Zec,CB,17,60,2.5,,,
IRN,Svit Seslar,AM,10,60,2.2,,,
IRN,Marcel Ratnik,CB,4,60,2.0,,,
IRN,Srdjan Kuzmic,LB,5,65,2.0,,,
IRN,Adrian Zeljkovic,DM,26,70,2.0,,,
IRN,Aljosa Matko,RW,19,60,1.7,,,
IRN,Andraz Sporar,CF,9,72,1.5,,,
IRN,Tjas Begic,LW,11,65,1.5,,,
IRN,Ester Sokler,CF,25,67,1.5,,,
IRN,Tian Nai Koren,AM,24,60,1.2,,,
IRN,Matevz Vidovsek,GK,12,60,1.0,,,
IRN,Zan-Luk Leban,GK,16,60,0.8,,,
IRN,Zan Karnicnik,RB,2,60,0.7,,,
IRN,Jost Urbancic,LB,3,63,0.5,,,
IRN,Benjamin Verbic,LW,7,72,0.5,,,
IRN,Erik Janza,LB,13,73,0.4,,,
ESP,Lamine Yamal,RW,19,81,200.0,,,
ESP,Pedri,CM,20,86,150.0,,,
ESP,Pau Cubarsí,CB,22,72,80.0,,,
ESP,Martín Zubimendi,DM,18,81,75.0,,,
ESP,Dani Olmo,AM,10,84,60.0,,,
ESP,Ferran Torres,CF,7,80,50.0,,,
ESP,Rodri,DM,16,91,50.0,,,
ESP,Marc Cucurella,LB,24,82,50.0,,,
ESP,Joan García,GK,13,76,45.0,,,
ESP,Eric García,CB,4,78,40.0,,,
ESP,Álex Baena,LW,15,79,40.0,,,
ESP,Nico Williams,LW,17,85,40.0,,,
ESP,Marc Pubill,CB,2,70,35.0,,,
ESP,Pedro Porro,RB,12,83,35.0,,,
ESP,David Raya,GK,1,83,30.0,,,
ESP,Fabián Ruiz,CM,8,82,30.0,,,
ESP,Gavi,CM,9,83,30.0,,,
ESP,Yéremy Pino,RW,11,79,30.0,,,
ESP,Víctor Muñoz,LW,25,60,30.0,,,
ESP,Mikel Merino,CM,6,85,25.0,,,
ESP,Mikel Oyarzabal,CF,21,82,25.0,,,
ESP,Unai Simón,GK,23,86,22.0,,,
ESP,Alejandro Grimaldo,LB,3,86,20.0,,,
ESP,Marcos Llorente,RB,5,83,20.0,,,
ESP,Aymeric Laporte,CB,14,83,8.0,,,
ESP,Borja Iglesias,CF,26,78,2.8,,,
URU,Gleiker Mendoza,LW,7,60,3.0,,,
URU,Jan Jurcec,RB,2,60,1.5,,,
URU,Volodymyr Vilivald,CB,4,60,1.5,,,
URU,Carlos Paraco,CF,9,60,1.5,,,
URU,Yvan Dibango,LB,55,60,1.3,,,
URU,Andrusw Araujo,DM,6,60,1.2,,,
URU,Oleksandr Kemkin,GK,12,60,1.0,,,
URU,Bar Lin,RW,18,60,1.0,,,
URU,Yaroslav Shevchenko,CM,8,67,0.7,,,
URU,Ante Bekavac,LB,5,60,0.6,,,
URU,Joseph Jones,CB,15,68,0.6,,,
URU,Maksym Zaderaka,AM,94,60,0.6,,,
URU,Carlos Rojas,CB,3,60,0.4,,,
URU,Giovany Herbert,AM,10,60,0.4,,,
URU,Thiago Borges,LB,16,63,0.4,,,
URU,Oleksandr Kamenskyi,LM,21,60,0.4,,,
URU,Volodymyr Makhankov,GK,30,60,0.4,,,
URU,Assane Seck,RW,14,60,0.3,,,
URU,Volodymyr Mulyk,CF,24,60,0.2,,,
URU,Matviy Bodnar,CF,20,60,0.15,,,
URU,Bogdan Khoma,GK,1,60,0.1,,,
URU,Sami Adam,LW,11,60,0.1,,,
URU,Jhoel Maya,AM,28,60,0.1,,,
FRA,Kylian Mbappé,CF,10,91,180.0,,,
FRA,Michael Olise,RW,11,82,150.0,,,
FRA,Désiré Doué,RW,20,76,120.0,,,
FRA,Ousmane Dembélé,CF,7,86,100.0,,,
FRA,William Saliba,CB,17,87,100.0,,,
FRA,Rayan Cherki,AM,24,75,90.0,,,
FRA,Warren Zaïre-Emery,CM,18,80,80.0,,,
FRA,Dayot Upamecano,CB,4,82,70.0,,,
FRA,Aurélien Tchouaméni,DM,8,85,70.0,,,
FRA,Bradley Barcola,LW,12,80,70.0,,,
FRA,Jules Koundé,RB,5,85,60.0,,,
FRA,Manu Koné,CM,6,76,50.0,,,
FRA,Marcus Thuram,CF,9,83,50.0,,,
FRA,Maghnes Akliouche,RW,25,76,50.0,,,
FRA,Maxence Lacroix,CB,26,76,50.0,,,
FRA,Ibrahima Konaté,CB,15,83,45.0,,,
FRA,Malo Gusto,RB,2,80,35.0,,,
FRA,Jean-Philippe Mateta,CF,22,79,30.0,,,
FRA,Robin Risser,GK,23,67,30.0,,,
FRA,Mike Maignan,GK,16,87,20.0,,,
FRA,Theo Hernández,LB,19,87,20.0,,,
FRA,Adrien Rabiot,CM,14,60,18.0,,,
FRA,Lucas Hernández,LB,21,83,18.0,,,
FRA,Brice Samba,GK,1,82,7.0,,,
FRA,Lucas Digne,LB,3,79,6.0,,,
FRA,N'Golo Kanté,DM,13,85,4.0,,,
SEN,Erick Noriega,DM,8,60,5.0,,,
SEN,Marcos López,LB,4,76,4.0,,,
SEN,Oliver Sonne,RB,22,70,4.0,,,
SEN,Fabio Gruber,CB,3,64,3.0,,,
SEN,Kenji Cabrera,LW,7,60,1.6,,,
SEN,Jairo Concha,CM,17,70,1.6,,,
SEN,Renzo Garcés,CB,15,68,1.3,,,
SEN,Matías Lazo,CB,16,70,1.2,,,
SEN,Maxloren Castro,LW,20,60,1.2,,,
SEN,Adrián Ugarriza,CF,9,70,1.0,,,
SEN,Alfonso Barco,DM,2,65,0.85,,,
SEN,André Carrillo,CM,18,60,0.8,,,
SEN,Jairo Vélez,AM,11,69,0.7,,,
SEN,Matias Zegarra,LW,25,60,0.7,,,
SEN,Marco Huamán,RB,13,64,0.6,,,
SEN,Jesús Pretell,DM,6,60,0.5,,,
SEN,Adrián Quiroz,CM,14,70,0.45,,,
SEN,Rodrigo Vilca,AM,23,91,0.4,,,
SEN,Pedro Gallese,GK,1,76,0.35,,,
SEN,Matías Córdova,GK,21,60,0.35,,,
SEN,Alejandro Duarte,GK,12,60,0.33,,,
SEN,Bassco Soyer,LW,24,60,0.25,,,
SEN,Yoshimar Yotún,CM,19,60,0.23,,,
SEN,Jhonny Vidales,CF,27,60,0.23,,,
ARG,Julián Alvarez,CF,9,84,100.0,,,
ARG,Enzo Fernández,CM,24,82,90.0,,,
ARG,Lautaro Martínez,CF,22,89,85.0,,,
ARG,Nico Paz,AM,18,69,80.0,,,
ARG,Alexis Mac Allister,CM,20,86,70.0,,,
ARG,Cristian Romero,CB,13,84,45.0,,,
ARG,Lisandro Martínez,CB,6,89,40.0,,,
ARG,Valentín Barco,CM,8,73,40.0,,,
ARG,Giuliano Simeone,RW,17,77,40.0,,,
ARG,Marcos Senesi,CB,2,78,25.0,,,
ARG,Exequiel Palacios,CM,14,84,25.0,,,
ARG,Flaco López,CF,21,60,25.0,,,
ARG,Nico González,LW,15,80,22.0,,,
ARG,Facundo Medina,CB,25,80,18.0,,,
ARG,Lionel Messi,RW,10,88,15.0,,,
ARG,Thiago Almada,LW,16,63,15.0,,,
ARG,Nahuel Molina,RB,26,82,15.0,,,
ARG,Rodrigo De Paul,CM,7,84,14.0,,,
ARG,Emiliano Martínez,GK,23,87,12.0,,,
ARG,Giovani Lo Celso,AM,11,80,8.0,,,
ARG,Gerónimo Rulli,GK,12,79,6.0,,,
ARG,Leandro Paredes,DM,5,78,5.0,,,
ARG,Gonzalo Montiel,RB,4,76,4.5,,,
ARG,Nicolás Tagliafico,LB,3,78,4.0,,,
ARG,Juan Musso,GK,1,79,3.0,,,
ARG,Nicolás Otamendi,CB,19,81,1.0,,,
ALG,Ibrahim Maza,AM,22,82,45.0,,,
ALG,Rayan Aït-Nouri,LB,15,79,40.0,,,
ALG,Amine Gouiri,CF,9,78,28.0,,,
ALG,Anis Hadj Moussa,RW,11,67,23.0,,,
ALG,Mohamed Amoura,CF,18,75,20.0,,,
ALG,Farès Chaïbi,AM,10,77,15.0,,,
ALG,Hicham Boudaoui,CM,14,76,12.0,,,
ALG,Houssem Aouar,AM,8,75,8.0,,,
ALG,Farès Ghedjemis,RW,25,60,7.5,,,
ALG,Jaouen Hadjam,LB,13,68,7.0,,,
ALG,Rafik Belghali,RB,17,65,7.0,,,
ALG,Ramy Bensebaini,CB,21,78,7.0,,,
ALG,Yassine Titraoui,CM,24,65,7.0,,,
ALG,Ramiz Zerrouki,DM,6,75,6.5,,,
ALG,Riyad Mahrez,RW,7,85,5.0,,,
ALG,Nabil Bentaleb,DM,19,78,4.5,,,
ALG,Adil Boulbina,LW,20,60,3.0,,,
ALG,Samir Chergui,CB,26,67,3.0,,,
ALG,Zineddine Belaid,CB,5,67,1.8,,,
ALG,Mohamed Amine Tougai,CB,4,60,1.3,,,
ALG,Nadhir Benbouali,CF,12,60,1.2,,,
ALG,Aïssa Mandi,CB,2,76,1.0,,,
ALG,Achref Abada,CB,3,60,1.0,,,
ALG,Luca Zidane,GK,23,70,1.0,,,
ALG,Oussama Benbout,GK,16,60,0.85,,,
ALG,Melvin Mastil,GK,1,60,0.25,,,
AUT,Konrad Laimer,RB,20,83,32.0,,,
AUT,Nicolas Seiwald,DM,6,77,25.0,,,
AUT,Paul Wanner,CM,24,68,22.0,,,
AUT,David Affengruber,CB,2,60,20.0,,,
AUT,Kevin Danso,CB,3,80,20.0,,,
AUT,Carney Chukwuemeka,CM,17,72,20.0,,,
AUT,Romano Schmid,AM,18,75,15.0,,,
AUT,Patrick Wimmer,RW,21,77,12.0,,,
AUT,Xaver Schlager,CM,4,81,10.0,,,
AUT,Philipp Lienhart,CB,15,79,10.0,,,
AUT,Marco Friedl,CB,23,75,10.0,,,
AUT,Alexander Prass,LM,22,74,9.0,,,
AUT,Stefan Posch,CB,5,78,6.0,,,
AUT,Marcel Sabitzer,CM,9,84,6.0,,,
AUT,Sasa Kalajdzic,CF,14,77,4.0,,,
AUT,Michael Svoboda,CB,25,69,3.5,,,
AUT,David Alaba,CB,8,85,3.0,,,
AUT,Dejan Ljubicic,DM,19,74,3.0,,,
AUT,Florian Grillitsch,DM,10,74,2.5,,,
AUT,Florian Wiegele,GK,12,60,2.2,,,
AUT,Patrick Pentz,GK,13,74,2.2,,,
AUT,Alexander Schlager,GK,1,74,2.0,,,
AUT,Marko Arnautovic,CF,7,80,2.0,,,
AUT,Michael Gregoritsch,CF,11,78,1.5,,,
AUT,Phillipp Mwene,LB,16,74,1.5,,,
AUT,Alessandro Schöpf,CM,26,68,0.8,,,
POR,Gianluigi Donnarumma,GK,1,89,45.0,,,
POR,Pio Esposito,CF,9,66,45.0,,,
POR,Niccolò Pisilli,CM,21,65,30.0,,,
POR,Honest Ahanor,CB,24,60,30.0,,,
POR,Davide Bartesaghi,LB,3,60,22.0,,,
POR,Cher Ndour,CM,10,69,20.0,,,
POR,Pietro Comuzzo,CB,15,60,18.0,,,
POR,Jeff Ekhator,CF,18,60,18.0,,,
POR,Francesco Camarda,CF,8,73,15.0,,,
POR,Samuele Inácio,SS,19,75,15.0,,,
POR,Luca Reggiani,CB,13,60,10.0,,,
POR,Luca Lipani,DM,5,66,7.5,,,
POR,Luca Koleosho,RW,11,73,6.0,,,
POR,Tommaso Berti,AM,14,60,5.5,,,
POR,Alessio Cacciamani,LW,7,60,4.5,,,
POR,Giacomo Faticanti,DM,16,60,4.5,,,
POR,Costantino Favasuli,RM,22,64,4.0,,,
POR,Lorenzo Palmisani,GK,23,82,4.0,,,
POR,Giovanni Daffara,GK,12,60,3.5,,,
POR,Matteo Dagasso,CM,20,60,3.5,,,
POR,Fabio Chiarodia,CB,4,64,3.0,,,
